from	to	type	line	col1	col2	file
ordiNApredict	stats::napredict	call	49	20	28	R/ordiNAexclude.R
ordiNApredict	stats::napredict	call	50	21	29	R/ordiNAexclude.R
ordiNApredict	stats::napredict	call	55	19	27	R/ordiNAexclude.R
ordiParseFormula	stats::terms	call	7	14	18	R/ordiParseFormula.R
ordiParseFormula	stats::as.formula	call	26	22	31	R/ordiParseFormula.R
ordiParseFormula	stats::model.frame	call	30	17	27	R/ordiParseFormula.R
ordiParseFormula	stats::model.frame	call	33	13	23	R/ordiParseFormula.R
ordiParseFormula	stats::update	call	36	20	25	R/ordiParseFormula.R
ordiParseFormula	stats::update	call	38	20	25	R/ordiParseFormula.R
ordiParseFormula	stats::model.frame	call	48	17	27	R/ordiParseFormula.R
ordiParseFormula	stats::model.frame	call	51	13	23	R/ordiParseFormula.R
ordiParseFormula	stats::model.frame	call	81	15	25	R/ordiParseFormula.R
ordiParseFormula	stats::as.formula	call	81	27	36	R/ordiParseFormula.R
ordiParseFormula	stats::model.matrix	call	101	14	25	R/ordiParseFormula.R
ordiParseFormula	stats::model.matrix	call	106	14	25	R/ordiParseFormula.R
ordiParseFormula	stats::terms	call	128	39	43	R/ordiParseFormula.R
ordiParseFormula	stats::terms	call	129	25	29	R/ordiParseFormula.R
ordiplot	graphics::points	call	7	47	52	R/ordiplot.R
ordiplot	graphics::text	call	9	45	48	R/ordiplot.R
ordiplot	scores	call	28	18	23	R/ordiplot.R
ordiplot	scores	call	31	22	27	R/ordiplot.R
ordiplot	linestack	call	48	19	27	R/ordiplot.R
ordiplot	linestack	call	50	17	25	R/ordiplot.R
ordipointlabel	scores	call	10	21	26	R/ordipointlabel.R
ordipointlabel	.checkSelect	call	16	24	35	R/ordipointlabel.R
ordipointlabel	ordiplot	call	43	15	22	R/ordipointlabel.R
ordipointlabel	graphics::strwidth	call	45	11	18	R/ordipointlabel.R
ordipointlabel	graphics::strheight	call	46	11	19	R/ordipointlabel.R
ordipointlabel	graphics::strwidth	call	52	21	28	R/ordipointlabel.R
ordipointlabel	graphics::strwidth	call	53	13	20	R/ordipointlabel.R
ordipointlabel	graphics::strheight	call	54	21	29	R/ordipointlabel.R
ordipointlabel	graphics::strheight	call	55	13	21	R/ordipointlabel.R
ordipointlabel	stats::as.dist	call	71	20	26	R/ordipointlabel.R
ordipointlabel	stats::as.dist	call	72	20	26	R/ordipointlabel.R
ordipointlabel	stats::optim	call	96	12	16	R/ordipointlabel.R
ordipointlabel	ordiArgAbsorber	call	100	9	23	R/ordipointlabel.R
ordipointlabel	ordiArgAbsorber	call	104	5	19	R/ordipointlabel.R
ordipointlabel	graphics::par	call	112	15	17	R/ordipointlabel.R
ordipointlabel	graphics::par	call	113	15	17	R/ordipointlabel.R
ordiR2step	???::how	call	7	29	31	R/ordiR2step.R
ordiR2step	stats::delete.response	call	15	18	32	R/ordiR2step.R
ordiR2step	stats::formula	call	15	34	40	R/ordiR2step.R
ordiR2step	stats::reformulate	call	17	18	28	R/ordiR2step.R
ordiR2step	RsquareAdj	call	22	17	26	R/ordiR2step.R
ordiR2step	stats::add.scope	call	27	35	43	R/ordiR2step.R
ordiR2step	RsquareAdj	call	31	19	28	R/ordiR2step.R
ordiR2step	stats::update	call	31	30	35	R/ordiR2step.R
ordiR2step	stats::delete.response	call	31	45	59	R/ordiR2step.R
ordiR2step	stats::formula	call	31	61	67	R/ordiR2step.R
ordiR2step	pasteCall	call	47	17	25	R/ordiR2step.R
ordiR2step	stats::formula	call	47	27	33	R/ordiR2step.R
ordiR2step	stats::add.scope	call	49	17	25	R/ordiR2step.R
ordiR2step	RsquareAdj	call	59	23	32	R/ordiR2step.R
ordiR2step	stats::update	call	59	34	39	R/ordiR2step.R
ordiR2step	stats::add1	call	80	20	23	R/ordiR2step.R
ordiR2step	stats::update	call	89	28	33	R/ordiR2step.R
ordiR2step	RsquareAdj	call	95	24	33	R/ordiR2step.R
ordiresids	stats::fitted	call	13	22	27	R/ordiresids.R
ordiresids	stats::fitted	call	15	31	36	R/ordiresids.R
ordiresids	stats::sigma	call	15	61	65	R/ordiresids.R
ordiresids	stats::rstandard	call	17	26	34	R/ordiresids.R
ordiresids	stats::rstudent	call	18	25	32	R/ordiresids.R
ordiresids	stats::as.formula	call	29	24	33	R/ordiresids.R
ordiresids	lattice::xyplot	call	30	15	20	R/ordiresids.R
ordiresids	stats::as.formula	call	34	24	33	R/ordiresids.R
ordiresids	lattice::xyplot	call	35	15	20	R/ordiresids.R
ordiresids	stats::as.formula	call	39	24	33	R/ordiresids.R
ordiresids	lattice::qqmath	call	40	15	20	R/ordiresids.R
ordisegments	scores	call	5	12	17	R/ordisegments.R
ordisegments	ordiArgAbsorber	call	35	13	27	R/ordisegments.R
ordisegments	ordiArgAbsorber	call	44	9	23	R/ordisegments.R
ordisegments	graphics::par	call	44	67	69	R/ordisegments.R
ordispider	scores	call	8	15	20	R/ordispider.R
ordispider	scores	call	9	15	20	R/ordispider.R
ordispider	graphics::par	call	11	20	22	R/ordispider.R
ordispider	ordiArgAbsorber	call	12	9	23	R/ordispider.R
ordispider	scores	call	18	12	17	R/ordispider.R
ordispider	stats::weights	call	30	14	20	R/ordispider.R
ordispider	stats::sd	call	39	32	33	R/ordispider.R
ordispider	graphics::par	call	51	52	54	R/ordispider.R
ordispider	graphics::par	call	52	27	29	R/ordispider.R
ordispider	graphics::par	call	52	38	40	R/ordispider.R
ordispider	stats::complete.cases	call	58	11	24	R/ordispider.R
ordispider	ordimedian	call	67	42	51	R/ordispider.R
ordispider	ordiArgAbsorber	call	68	17	31	R/ordispider.R
ordispider	ordiArgAbsorber	call	83	9	23	R/ordispider.R
ordispider	stats::weighted.mean	call	NA	NA	NA	R/ordispider.R
ordisplom	lattice::splom	call	5	56	60	R/ordisplom.R
ordisplom	scores	call	6	22	27	R/ordisplom.R
ordisplom	stats::as.formula	call	16	16	25	R/ordisplom.R
ordistep	???::how	call	3	53	55	R/ordistep.R
ordistep	stats::terms	call	16	18	22	R/ordistep.R
ordistep	stats::terms	call	26	22	26	R/ordistep.R
ordistep	stats::update.formula	call	26	28	41	R/ordistep.R
ordistep	stats::terms	call	29	22	26	R/ordistep.R
ordistep	stats::update.formula	call	29	28	41	R/ordistep.R
ordistep	stats::terms	call	33	30	34	R/ordistep.R
ordistep	stats::update.formula	call	33	36	49	R/ordistep.R
ordistep	stats::terms	call	35	31	35	R/ordistep.R
ordistep	stats::factor.scope	call	40	14	25	R/ordistep.R
ordistep	pasteCall	call	45	13	21	R/ordistep.R
ordistep	stats::formula	call	45	23	29	R/ordistep.R
ordistep	stats::drop1	call	51	20	24	R/ordistep.R
ordistep	stats::update	call	65	39	44	R/ordistep.R
ordistep	stats::factor.scope	call	66	26	37	R/ordistep.R
ordistep	stats::terms	call	66	44	48	R/ordistep.R
ordistep	pasteCall	call	70	25	33	R/ordistep.R
ordistep	stats::formula	call	70	35	41	R/ordistep.R
ordistep	stats::add1	call	76	20	23	R/ordistep.R
ordistep	stats::update	call	90	39	44	R/ordistep.R
ordistep	stats::factor.scope	call	91	26	37	R/ordistep.R
ordistep	stats::terms	call	91	44	48	R/ordistep.R
ordistep	pasteCall	call	95	25	33	R/ordistep.R
ordistep	stats::formula	call	95	35	41	R/ordistep.R
ordisurf	ordisurf.default	s3	NA	NA	NA	R/ordisurf.R
ordisurf	ordisurf.formula	s3	NA	NA	NA	R/ordisurf.R
ordisurf.formula	stats::model.frame	call	12	25	35	R/ordisurf.R
ordisurf.formula	ordisurf	call	15	5	12	R/ordisurf.R
ordisurf.default	graphics::par	call	24	24	26	R/ordisurf.R
ordisurf.default	stats::weights	call	34	19	25	R/ordisurf.R
ordisurf.default	scores	call	37	10	15	R/ordisurf.R
ordisurf.default	stats::complete.cases	call	41	11	24	R/ordisurf.R
ordisurf.default	stats::formula	call	89	14	20	R/ordisurf.R
ordisurf.default	stats::formula	call	91	14	20	R/ordisurf.R
ordisurf.default	stats::formula	call	93	14	20	R/ordisurf.R
ordisurf.default	stats::formula	call	95	14	20	R/ordisurf.R
ordisurf.default	stats::formula	call	100	18	24	R/ordisurf.R
ordisurf.default	stats::formula	call	106	18	24	R/ordisurf.R
ordisurf.default	mgcv::gam	call	116	12	14	R/ordisurf.R
ordisurf.default	stats::predict	call	121	12	18	R/ordisurf.R
ordisurf.default	grDevices::chull	call	122	13	17	R/ordisurf.R
ordisurf.default	graphics::title	call	148	13	17	R/ordisurf.R
ordisurf.default	graphics::contour	call	155	13	19	R/ordisurf.R
ordisurf.default	.C::pnpoly	external	NA	NA	NA	R/ordisurf.R
ordiTerminfo	stats::delete.response	call	4	14	28	R/ordiTerminfo.R
ordiTerminfo	stats::.getXlevels	call	9	13	23	R/ordiTerminfo.R
orditkplot	graphics::par	call	26	10	12	R/orditkplot.R
orditkplot	grDevices::check.options	call	42	14	26	R/orditkplot.R
orditkplot	grDevices::palette	call	54	18	24	R/orditkplot.R
orditkplot	grDevices::postscript	call	288	22	31	R/orditkplot.R
orditkplot	grDevices::pdf	call	290	22	24	R/orditkplot.R
orditkplot	grDevices::svg	call	291	22	24	R/orditkplot.R
orditkplot	grDevices::png	call	292	22	24	R/orditkplot.R
orditkplot	grDevices::jpeg	call	293	22	25	R/orditkplot.R
orditkplot	grDevices::tiff	call	295	23	26	R/orditkplot.R
orditkplot	grDevices::bmp	call	296	22	24	R/orditkplot.R
orditkplot	grDevices::xfig	call	297	22	25	R/orditkplot.R
orditkplot	plot.orditkplot	call	298	9	23	R/orditkplot.R
orditkplot	grDevices::dev.off	call	299	9	15	R/orditkplot.R
orditkplot	scores	call	308	16	21	R/orditkplot.R
orditkplot	scores	call	449	17	22	R/orditkplot.R
orditkplot	orditkplot	call	579	9	18	R/orditkplot.R
orditkplot	tcltk::tkmessageBox	call	16	5	23	R/orditkplot.R
orditkplot	tcltk::tclvalue	call	47	23	37	R/orditkplot.R
orditkplot	tcltk::tcl	call	47	39	48	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	97	23	37	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	99	23	37	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	101	23	37	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	103	23	37	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	121	24	38	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	123	24	38	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	132	23	37	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	134	23	37	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	136	23	37	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	139	23	37	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	142	23	37	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	147	17	31	R/orditkplot.R
orditkplot	tcltk::tktoplevel	call	158	10	26	R/orditkplot.R
orditkplot	tcltk::tktitle	call	159	5	18	R/orditkplot.R
orditkplot	tcltk::tkwinfo	call	161	24	37	R/orditkplot.R
orditkplot	tcltk::tkwinfo	call	162	24	37	R/orditkplot.R
orditkplot	tcltk::tkframe	call	169	13	26	R/orditkplot.R
orditkplot	tcltk::tkbutton	call	171	15	29	R/orditkplot.R
orditkplot	tcltk::tkpostscript	call	172	43	61	R/orditkplot.R
orditkplot	tcltk::tkgetSaveFile	call	174	29	48	R/orditkplot.R
orditkplot	tcltk::tkbutton	call	177	16	30	R/orditkplot.R
orditkplot	tcltk::tkdestroy	call	178	51	66	R/orditkplot.R
orditkplot	tcltk::tclvalue	call	185	27	41	R/orditkplot.R
orditkplot	tcltk::tclVar	call	209	20	32	R/orditkplot.R
orditkplot	tcltk::tktoplevel	call	210	15	31	R/orditkplot.R
orditkplot	tcltk::tktitle	call	211	9	22	R/orditkplot.R
orditkplot	tcltk::tkentry	call	212	22	35	R/orditkplot.R
orditkplot	tcltk::tkgrid	call	213	9	21	R/orditkplot.R
orditkplot	tcltk::tklabel	call	213	23	36	R/orditkplot.R
orditkplot	tcltk::tkgrid	call	214	9	21	R/orditkplot.R
orditkplot	tcltk::tclvalue	call	216	25	39	R/orditkplot.R
orditkplot	tcltk::tkmessageBox	call	218	23	41	R/orditkplot.R
orditkplot	tcltk::tclvalue	call	222	20	34	R/orditkplot.R
orditkplot	tcltk::tkdestroy	call	224	21	36	R/orditkplot.R
orditkplot	tcltk::tkdestroy	call	229	17	32	R/orditkplot.R
orditkplot	tcltk::tkbind	call	232	9	21	R/orditkplot.R
orditkplot	tcltk::tkfocus	call	233	9	22	R/orditkplot.R
orditkplot	tcltk::tkbutton	call	235	13	27	R/orditkplot.R
orditkplot	tcltk::tkgetSaveFile	call	267	22	41	R/orditkplot.R
orditkplot	tcltk::tkgetSaveFile	call	270	22	41	R/orditkplot.R
orditkplot	tcltk::tclvalue	call	271	12	26	R/orditkplot.R
orditkplot	tcltk::tclvalue	call	273	18	32	R/orditkplot.R
orditkplot	tcltk::tkmessageBox	call	282	13	31	R/orditkplot.R
orditkplot	tcltk::tkbutton	call	301	15	29	R/orditkplot.R
orditkplot	tcltk::tkmessageBox	call	311	9	27	R/orditkplot.R
orditkplot	tcltk::tkdestroy	call	313	9	24	R/orditkplot.R
orditkplot	tcltk::tkcoords	call	379	26	40	R/orditkplot.R
orditkplot	tcltk::tkcanvas	call	397	12	26	R/orditkplot.R
orditkplot	tcltk::tkconfigure	call	400	9	26	R/orditkplot.R
orditkplot	tcltk::tkscrollbar	call	401	13	30	R/orditkplot.R
orditkplot	tcltk::tkyview	call	402	46	59	R/orditkplot.R
orditkplot	tcltk::tkconfigure	call	403	5	22	R/orditkplot.R
orditkplot	tcltk::tkset	call	404	38	49	R/orditkplot.R
orditkplot	tcltk::tkpack	call	406	5	17	R/orditkplot.R
orditkplot	tcltk::tkpack	call	407	5	17	R/orditkplot.R
orditkplot	tcltk::tkpack	call	408	5	17	R/orditkplot.R
orditkplot	tcltk::tkgrid	call	409	5	17	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	413	5	19	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	422	9	23	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	425	9	23	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	427	9	23	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	431	5	19	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	437	9	23	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	439	9	23	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	441	9	23	R/orditkplot.R
orditkplot	tcltk::tclArray	call	456	13	27	R/orditkplot.R
orditkplot	tcltk::tclArray	call	457	16	30	R/orditkplot.R
orditkplot	tcltk::tclArray	call	458	11	25	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	465	16	30	R/orditkplot.R
orditkplot	tcltk::tkaddtag	call	467	9	23	R/orditkplot.R
orditkplot	tcltk::tkaddtag	call	468	9	23	R/orditkplot.R
orditkplot	tcltk::tkdelete	call	481	9	23	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	482	17	31	R/orditkplot.R
orditkplot	tcltk::tkbbox	call	483	33	45	R/orditkplot.R
orditkplot	tcltk::tkaddtag	call	485	9	23	R/orditkplot.R
orditkplot	tcltk::tkitemraise	call	486	9	26	R/orditkplot.R
orditkplot	tcltk::tkdelete	call	490	9	23	R/orditkplot.R
orditkplot	tcltk::tkdtag	call	496	9	21	R/orditkplot.R
orditkplot	tcltk::tkaddtag	call	497	9	23	R/orditkplot.R
orditkplot	tcltk::tkitemraise	call	498	9	26	R/orditkplot.R
orditkplot	tcltk::tkcoords	call	499	25	39	R/orditkplot.R
orditkplot	tcltk::tkfind	call	500	36	48	R/orditkplot.R
orditkplot	tcltk::tkmove	call	510	9	21	R/orditkplot.R
orditkplot	tcltk::tkdelete	call	511	9	23	R/orditkplot.R
orditkplot	tcltk::tkdelete	call	512	9	23	R/orditkplot.R
orditkplot	tcltk::tkcanvasx	call	516	28	43	R/orditkplot.R
orditkplot	tcltk::tkcanvasy	call	517	28	43	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	518	17	31	R/orditkplot.R
orditkplot	tcltk::tkbbox	call	519	33	45	R/orditkplot.R
orditkplot	tcltk::tkaddtag	call	521	9	23	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	522	17	31	R/orditkplot.R
orditkplot	tcltk::tkaddtag	call	524	9	23	R/orditkplot.R
orditkplot	tcltk::tkdtag	call	528	9	21	R/orditkplot.R
orditkplot	tcltk::tkaddtag	call	529	9	23	R/orditkplot.R
orditkplot	tcltk::tkitemraise	call	530	9	26	R/orditkplot.R
orditkplot	tcltk::tkfind	call	531	18	30	R/orditkplot.R
orditkplot	tcltk::tclVar	call	532	16	28	R/orditkplot.R
orditkplot	tcltk::tktoplevel	call	534	15	31	R/orditkplot.R
orditkplot	tcltk::tkentry	call	535	18	31	R/orditkplot.R
orditkplot	tcltk::tkgrid	call	536	9	21	R/orditkplot.R
orditkplot	tcltk::tklabel	call	536	23	36	R/orditkplot.R
orditkplot	tcltk::tkgrid	call	537	9	21	R/orditkplot.R
orditkplot	tcltk::tclvalue	call	539	20	34	R/orditkplot.R
orditkplot	tcltk::tkitemconfigure	call	540	13	34	R/orditkplot.R
orditkplot	tcltk::tkdestroy	call	542	13	28	R/orditkplot.R
orditkplot	tcltk::tkbind	call	544	9	21	R/orditkplot.R
orditkplot	tcltk::tkcanvasy	call	552	28	43	R/orditkplot.R
orditkplot	tcltk::tkdelete	call	560	9	23	R/orditkplot.R
orditkplot	tcltk::tkcanvasy	call	561	28	43	R/orditkplot.R
orditkplot	tcltk::tkcreate	call	564	17	31	R/orditkplot.R
orditkplot	tcltk::tkaddtag	call	566	9	23	R/orditkplot.R
orditkplot	tcltk::tkitembind	call	588	5	21	R/orditkplot.R
orditkplot	tcltk::tkitembind	call	589	5	21	R/orditkplot.R
orditkplot	tcltk::tkitembind	call	590	5	21	R/orditkplot.R
orditkplot	tcltk::tkitembind	call	591	5	21	R/orditkplot.R
orditkplot	tcltk::tkdtag	call	592	28	40	R/orditkplot.R
orditkplot	tcltk::tkdelete	call	593	28	42	R/orditkplot.R
orditkplot	tcltk::tkitembind	call	594	5	21	R/orditkplot.R
orditkplot	tcltk::tkitembind	call	596	5	21	R/orditkplot.R
orditkplot	tcltk::tkbind	call	598	5	17	R/orditkplot.R
orditkplot	tcltk::tkbind	call	599	5	17	R/orditkplot.R
orditkplot	tcltk::tkbind	call	600	5	17	R/orditkplot.R
orditkplot	tcltk::tkbind	call	602	5	17	R/orditkplot.R
orditkplot	tcltk::tkbind	call	603	5	17	R/orditkplot.R
orditkplot	tcltk::tkbind	call	604	5	17	R/orditkplot.R
orditorp	graphics::par	call	3	38	40	R/orditorp.R
orditorp	graphics::par	call	4	27	29	R/orditorp.R
orditorp	scores	call	10	10	15	R/orditorp.R
orditorp	stats::complete.cases	call	11	11	24	R/orditorp.R
orditorp	.checkSelect	call	17	14	25	R/orditorp.R
orditorp	.checkSelect	call	18	19	30	R/orditorp.R
orditorp	.checkSelect	call	19	21	32	R/orditorp.R
orditorp	.checkSelect	call	20	15	26	R/orditorp.R
orditorp	graphics::strwidth	call	26	14	21	R/orditorp.R
orditorp	graphics::strheight	call	27	14	22	R/orditorp.R
orditorp	ordiArgAbsorber	call	50	9	23	R/orditorp.R
orditorp	ordiArgAbsorber	call	57	5	19	R/orditorp.R
ordixyplot	lattice::xyplot	call	6	59	64	R/ordixyplot.R
ordixyplot	scores	call	7	24	29	R/ordixyplot.R
ordixyplot	stats::as.formula	call	12	20	29	R/ordixyplot.R
ordixyplot	ordilattice.getEnvfit	call	18	16	36	R/ordixyplot.R
ordixyplot	grDevices::chull	call	30	20	24	R/ordixyplot.R
panel.ordi	lattice::trellis.par.get	call	4	11	25	R/panel.ordi.R
panel.ordi	lattice::lpolygon	call	10	9	16	R/panel.ordi.R
panel.ordi	grDevices::chull	call	12	18	22	R/panel.ordi.R
panel.ordi	lattice::lpolygon	call	14	9	16	R/panel.ordi.R
panel.ordi	lattice::panel.xyplot	call	17	5	16	R/panel.ordi.R
panel.ordi	lattice::panel.arrows	call	19	9	20	R/panel.ordi.R
panel.ordi	lattice::panel.xyplot	call	23	9	20	R/panel.ordi.R
panel.ordi	lattice::panel.superpose	call	29	9	23	R/panel.ordi.R
panel.ordi	lattice::panel.abline	call	31	5	16	R/panel.ordi.R
panel.ordi	lattice::panel.abline	call	32	5	16	R/panel.ordi.R
panel.ordiarrows	lattice::trellis.par.get	call	42	12	26	R/panel.ordi.R
panel.ordiarrows	lattice::panel.arrows	call	48	5	16	R/panel.ordi.R
panel.ordiarrows	lattice::trellis.par.get	call	51	24	38	R/panel.ordi.R
panel.ordi3d	lattice::panel.cloud	call	8	5	15	R/panel.ordi3d.R
pca	rda	call	6	10	12	R/pca.R
pcnm	stats::as.dist	call	5	16	22	R/pcnm.R
pcnm	spantree	call	9	26	33	R/pcnm.R
pcnm	wcmdscale	call	15	15	23	R/pcnm.R
pco	dbrda	call	6	10	14	R/pco.R
permatfull	stats::simulate	call	26	16	23	R/permatfull.R
permatfull	nullmodel	call	26	25	33	R/permatfull.R
permatfull	stats::simulate	call	34	25	32	R/permatfull.R
permatfull	nullmodel	call	34	34	42	R/permatfull.R
permatswap	stats::simulate	call	59	16	23	R/permatswap.R
permatswap	nullmodel	call	59	25	33	R/permatswap.R
permatswap	stats::simulate	call	68	25	32	R/permatswap.R
permatswap	nullmodel	call	68	34	42	R/permatswap.R
permustats	permustats.anosim	s3	NA	NA	NA	R/permustats.R
permustats	permustats.anova.cca	s3	NA	NA	NA	R/permustats.R
permustats	permustats.CCorA	s3	NA	NA	NA	R/permustats.R
permustats	permustats.envfit	s3	NA	NA	NA	R/permustats.R
permustats	permustats.factorfit	s3	NA	NA	NA	R/permustats.R
permustats	permustats.mantel	s3	NA	NA	NA	R/permustats.R
permustats	permustats.mrpp	s3	NA	NA	NA	R/permustats.R
permustats	permustats.mso	s3	NA	NA	NA	R/permustats.R
permustats	permustats.oecosimu	s3	NA	NA	NA	R/permustats.R
permustats	permustats.ordiareatest	s3	NA	NA	NA	R/permustats.R
permustats	permustats.permutest.betadisper	s3	NA	NA	NA	R/permustats.R
permustats	permustats.permutest.cca	s3	NA	NA	NA	R/permustats.R
permustats	permustats.protest	s3	NA	NA	NA	R/permustats.R
permustats	permustats.vectorfit	s3	NA	NA	NA	R/permustats.R
print.permustats	utils::str	call	17	11	13	R/permustats.R
summary.permustats	stats::quantile	call	52	9	16	R/permustats.R
print.summary.permustats	stats::printCoefmat	call	93	5	16	R/permustats.R
densityplot.permustats	lattice::densityplot	call	135	5	15	R/permustats.R
densityplot.permustats	lattice::panel.densityplot	call	138	21	37	R/permustats.R
densityplot.permustats	lattice::panel.abline	call	139	21	32	R/permustats.R
densityplot.permustats	lattice::panel.number	call	139	42	53	R/permustats.R
density.permustats	stats::density	call	158	12	18	R/permustats.R
qqnorm.permustats	stats::qqnorm	call	176	10	15	R/permustats.R
qqnorm.permustats	graphics::abline	call	178	9	14	R/permustats.R
qqmath.permustats	lattice::qqmath	call	198	5	10	R/permustats.R
qqmath.permustats	lattice::panel.qqmath	call	201	21	32	R/permustats.R
qqmath.permustats	lattice::panel.abline	call	203	25	36	R/permustats.R
qqmath.permustats	lattice::panel.number	call	203	46	57	R/permustats.R
boxplot.permustats	graphics::boxplot	call	222	5	11	R/permustats.R
boxplot.permustats	stats::sd	call	NA	NA	NA	R/permustats.R
pairs.permustats	graphics::pairs	call	232	5	9	R/permustats.R
permutest.betadisper	stats::var	call	11	17	19	R/permutest.betadisper.R
permutest.betadisper	stats::var	call	12	17	19	R/permutest.betadisper.R
permutest.betadisper	stats::anova	call	60	16	20	R/permutest.betadisper.R
permutest.betadisper	stats::lm	call	62	12	13	R/permutest.betadisper.R
permutest.betadisper	getPermuteMatrix	call	71	21	36	R/permutest.betadisper.R
permutest.betadisper	utils::combn	call	76	19	23	R/permutest.betadisper.R
permutest.betadisper	parallel::mclapply	call	88	28	35	R/permutest.betadisper.R
permutest.betadisper	parallel::makeCluster	call	94	29	39	R/permutest.betadisper.R
permutest.betadisper	parallel::parApply	call	97	23	30	R/permutest.betadisper.R
permutest.betadisper	parallel::stopCluster	call	106	17	27	R/permutest.betadisper.R
permutest.betadisper	utils::combn	call	121	21	25	R/permutest.betadisper.R
permutest.betadisper	stats::pt	call	137	38	39	R/permutest.betadisper.R
permutest	permutest.betadisper	s3	NA	NA	NA	R/permutest.cca.R
permutest	permutest.cca	s3	NA	NA	NA	R/permutest.cca.R
permutest	permutest.default	s3	NA	NA	NA	R/permutest.cca.R
permutest.cca	???::how	call	8	33	35	R/permutest.cca.R
permutest.cca	ordiYbar	call	98	21	28	R/permutest.cca.R
permutest.cca	stats::terms	call	116	32	36	R/permutest.cca.R
permutest.cca	stats::terms	call	118	59	63	R/permutest.cca.R
permutest.cca	stats::nobs	call	137	10	13	R/permutest.cca.R
permutest.cca	ordiYbar	call	155	28	35	R/permutest.cca.R
permutest.cca	ordiYbar	call	156	29	36	R/permutest.cca.R
permutest.cca	ordiYbar	call	157	26	33	R/permutest.cca.R
permutest.cca	getPermuteMatrix	call	164	21	36	R/permutest.cca.R
permutest.cca	parallel::mclapply	call	173	28	35	R/permutest.cca.R
permutest.cca	parallel::splitIndices	call	173	37	48	R/permutest.cca.R
permutest.cca	parallel::makeCluster	call	184	29	39	R/permutest.cca.R
permutest.cca	parallel::parLapply	call	187	28	36	R/permutest.cca.R
permutest.cca	parallel::splitIndices	call	188	38	49	R/permutest.cca.R
permutest.cca	parallel::stopCluster	call	195	17	27	R/permutest.cca.R
permutest.cca	.Call::do_getF	external	NA	NA	NA	R/permutest.cca.R
persp.renyiaccum	grDevices::heat.colors	call	2	36	46	R/persp.renyiaccum.R
persp.renyiaccum	graphics::persp	call	17	5	9	R/persp.renyiaccum.R
persp.tsallisaccum	grDevices::heat.colors	call	2	42	52	R/persp.tsallisaccum.R
persp.tsallisaccum	persp.renyiaccum	call	4	1	16	R/persp.tsallisaccum.R
plot.anosim	graphics::boxplot	call	4	4	10	R/plot.anosim.R
plot.anosim	graphics::mtext	call	12	4	8	R/plot.anosim.R
plot.betadisper	graphics::axis	call	9	61	64	R/plot.betadisper.R
plot.betadisper	graphics::box	call	10	60	62	R/plot.betadisper.R
plot.betadisper	graphics::title	call	11	62	66	R/plot.betadisper.R
plot.betadisper	stats::cov.wt	call	13	16	21	R/plot.betadisper.R
plot.betadisper	veganCovEllipse	call	17	19	33	R/plot.betadisper.R
plot.betadisper	ordiArgAbsorber	call	21	9	23	R/plot.betadisper.R
plot.betadisper	stats::qchisq	call	34	14	19	R/plot.betadisper.R
plot.betadisper	scores	call	36	10	15	R/plot.betadisper.R
plot.betadisper	grDevices::palette	call	41	16	22	R/plot.betadisper.R
plot.betadisper	grDevices::chull	call	59	23	27	R/plot.betadisper.R
plot.betadisper	graphics::lines	call	61	17	21	R/plot.betadisper.R
plot.betadisper	graphics::points	call	70	13	18	R/plot.betadisper.R
plot.betadisper	grDevices::chull	call	81	19	23	R/plot.betadisper.R
plot.betadisper	graphics::lines	call	83	13	17	R/plot.betadisper.R
plot.betadisper	graphics::points	call	92	9	14	R/plot.betadisper.R
plot.betadisper	graphics::points	call	95	5	10	R/plot.betadisper.R
plot.betadisper	ordilabel	call	97	9	17	R/plot.betadisper.R
plot.betadiver	scores	call	4	11	16	R/plot.betadiver.R
plot.betadiver	graphics::segments	call	8	9	16	R/plot.betadiver.R
plot.betadiver	graphics::segments	call	9	9	16	R/plot.betadiver.R
plot.betadiver	graphics::segments	call	11	9	16	R/plot.betadiver.R
plot.betadiver	graphics::text	call	14	5	8	R/plot.betadiver.R
